I0,peak_I,peak_I_fraction,time_to_peak,total_infected,attack_rate,beta,gamma,contact_rate,infection_prob,R0_eff,S_eq,I_eq,R_eq,S_crit,S_crit_fraction,scenario_id,scale_contact,scale_infection_prob,scale_gamma,csv_path,plot_path,heatmap_path,scenario_wall_time
10.0,3014.410941927798,0.26554007592739587,34.75,10421.052559049032,0.9179926496695765,0.35482499999999995,0.13125,9.0,0.039424999999999995,2.703428571428571,11352.0,0.0,0.0,4199.112238427395,0.36990065525258936,384.0,0.9,0.95,1.05,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0394_beta_0.3548_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0394_beta_0.3548_gamma_0.1313_timeseries.png,,3.9791127999778837
10.0,2818.2134129200585,0.2482569955003575,35.25,10271.65279862501,0.9048319942411037,0.35482499999999995,0.1375,9.0,0.039424999999999995,2.580545454545454,11352.0,0.0,0.0,4399.0699640667945,0.38751497216937936,385.0,0.9,0.95,1.1,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0394_beta_0.3548_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0394_beta_0.3548_gamma_0.1375_timeseries.png,,3.976160299964249
10.0,3878.6304067344277,0.3416693452021166,31.25,10898.002863568992,0.9600072994687273,0.37349999999999994,0.1125,9.0,0.041499999999999995,3.3199999999999994,11352.0,0.0,0.0,3419.277108433736,0.30120481927710846,386.0,0.9,1.0,0.9,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1125_timeseries.png,,3.9656725998502225
10.0,3653.373391156545,0.32182640866424816,31.5,10798.490411147117,0.9512412271975966,0.37349999999999994,0.11875,9.0,0.041499999999999995,3.1452631578947363,11352.0,0.0,0.0,3609.236947791165,0.3179384203480589,387.0,0.9,1.0,0.95,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1187_timeseries.png,,3.9508449998684227
10.0,3438.598782475109,0.3029068694921696,32.0,10688.402728513618,0.941543580735872,0.37349999999999994,0.125,9.0,0.041499999999999995,2.9879999999999995,11352.0,0.0,0.0,3799.196787148595,0.3346720214190094,388.0,0.9,1.0,1.0,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1250_timeseries.png,,3.9422289000358433
10.0,3232.976559940618,0.2847935658862419,32.5,10567.927291213276,0.9309308748426072,0.37349999999999994,0.13125,9.0,0.041499999999999995,2.845714285714285,11352.0,0.0,0.0,3989.1566265060246,0.35140562248995993,389.0,0.9,1.0,1.05,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1313_timeseries.png,,3.9371106999460608
10.0,3036.3692667377636,0.26747438924751266,33.0,10437.270805678618,0.919421318329688,0.37349999999999994,0.1375,9.0,0.041499999999999995,2.716363636363636,11352.0,0.0,0.0,4179.116465863454,0.3681392235609104,390.0,0.9,1.0,1.1,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0415_beta_0.3735_gamma_0.1375_timeseries.png,,3.930121600162238
10.0,4082.3030972275615,0.35961091413209667,29.5,10976.345525544395,0.9669085205729735,0.39217499999999994,0.1125,9.0,0.043574999999999996,3.4859999999999993,11352.0,0.0,0.0,3256.4543889845104,0.28686173264486525,391.0,0.9,1.05,0.9,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1125_timeseries.png,,3.911465600132942
10.0,3859.0311121766863,0.3399428393390316,29.75,10890.514310484083,0.9593476312970475,0.39217499999999994,0.11875,9.0,0.043574999999999996,3.3025263157894735,11352.0,0.0,0.0,3437.3685217058714,0.30279849556957994,392.0,0.9,1.05,0.95,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1187_timeseries.png,,3.9020427998621017
10.0,3645.0247023425068,0.32109097096040407,30.25,10794.9968333967,0.9509334772195825,0.39217499999999994,0.125,9.0,0.043574999999999996,3.1373999999999995,11352.0,0.0,0.0,3618.2826544272334,0.3187352584942947,393.0,0.9,1.05,1.0,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1250_timeseries.png,,3.8875813998747617
10.0,3440.6723792774837,0.30308953305827024,30.5,10689.920325034827,0.9416772661235754,0.39217499999999994,0.13125,9.0,0.043574999999999996,2.9879999999999995,11352.0,0.0,0.0,3799.196787148595,0.3346720214190094,394.0,0.9,1.05,1.05,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1313_timeseries.png,,3.87402640003711
10.0,3244.355346476716,0.2857959255176811,31.0,10575.437227179777,0.9315924266366963,0.39217499999999994,0.1375,9.0,0.043574999999999996,2.8521818181818177,11352.0,0.0,0.0,3980.110919869957,0.35060878434372417,395.0,0.9,1.05,1.1,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0436_beta_0.3922_gamma_0.1375_timeseries.png,,3.8626315998844802
10.0,4274.678027764856,0.37655726107865184,28.0,11040.573474858524,0.9725663737542745,0.41084999999999994,0.1125,9.0,0.045649999999999996,3.6519999999999992,11352.0,0.0,0.0,3108.4337349397597,0.27382256297918955,396.0,0.9,1.1,0.9,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1125_timeseries.png,,3.855308199999854
10.0,4053.642200330649,0.35708616986704095,28.25,10966.463018548106,0.9660379685119895,0.41084999999999994,0.11875,9.0,0.045649999999999996,3.4597894736842103,11352.0,0.0,0.0,3281.1244979919684,0.2890349275891445,397.0,0.9,1.1,0.95,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1187_timeseries.png,,3.857138399966061
10.0,3841.5827889749858,0.3384058129822926,28.5,10883.482886469123,0.9587282317185626,0.41084999999999994,0.125,9.0,0.045649999999999996,3.2867999999999995,11352.0,0.0,0.0,3453.815261044177,0.30424729219909946,398.0,0.9,1.1,1.0,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1250_timeseries.png,,3.850043100072071
10.0,3637.909903236911,0.3204642268531458,28.75,10791.706804245168,0.9506436578792432,0.41084999999999994,0.13125,9.0,0.045649999999999996,3.130285714285714,11352.0,0.0,0.0,3626.506024096386,0.31945965680905447,399.0,0.9,1.1,1.05,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1313_timeseries.png,,3.85452020005323
10.0,3442.4670048407984,0.30324762199090893,29.25,10691.238487513456,0.9417933833257096,0.41084999999999994,0.1375,9.0,0.045649999999999996,2.987999999999999,11352.0,0.0,0.0,3799.1967871485954,0.3346720214190094,400.0,0.9,1.1,1.1,sir_data\sir_10_initial_infection_contact_rate_9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.0000_infection_prob_0.0456_beta_0.4108_gamma_0.1375_timeseries.png,,3.868355000158772
10.0,3662.9682741946776,0.3226716238719765,33.25,10802.046328819724,0.9515544687120969,0.35482499999999995,0.1125,9.5,0.037349999999999994,3.1539999999999995,11352.0,0.0,0.0,3599.2390615091954,0.3170577045022195,401.0,0.95,0.9,0.9,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1125_timeseries.png,,0.2871352999936789
10.0,3436.3159398685193,0.3027057734204122,33.75,10686.510113139757,0.9413768598607961,0.35482499999999995,0.11875,9.5,0.037349999999999994,2.9879999999999995,11352.0,0.0,0.0,3799.196787148595,0.3346720214190094,402.0,0.95,0.9,0.95,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1187_timeseries.png,,0.4638026999309659
10.0,3220.276834155367,0.2836748444463854,34.25,10559.427235117053,0.9301821031639406,0.35482499999999995,0.125,9.5,0.037349999999999994,2.8385999999999996,11352.0,0.0,0.0,3999.1545127879945,0.35228633833579936,403.0,0.95,0.9,1.0,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1250_timeseries.png,,0.7962842001579702
10.0,3014.410941927798,0.26554007592739587,34.75,10421.052559049032,0.9179926496695765,0.35482499999999995,0.13125,9.5,0.037349999999999994,2.703428571428571,11352.0,0.0,0.0,4199.112238427395,0.36990065525258936,404.0,0.95,0.9,1.05,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1313_timeseries.png,,0.626297099981457
10.0,2818.2134129200585,0.2482569955003575,35.25,10271.65279862501,0.9048319942411037,0.35482499999999995,0.1375,9.5,0.037349999999999994,2.580545454545454,11352.0,0.0,0.0,4399.0699640667945,0.38751497216937936,405.0,0.95,0.9,1.1,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0373_beta_0.3548_gamma_0.1375_timeseries.png,,0.9482815999072045
10.0,3889.9062036453697,0.3426626324564279,31.0,10902.780895225464,0.9604281972538287,0.37453749999999997,0.1125,9.5,0.039424999999999995,3.3292222222222216,11352.0,0.0,0.0,3409.805426692922,0.30037045689683944,406.0,0.95,0.95,0.9,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1125_timeseries.png,,1.2805279998574406
10.0,3665.340424256095,0.3228805870556814,31.5,10804.086051329632,0.9517341482848513,0.37453749999999997,0.11875,9.5,0.039424999999999995,3.154,11352.0,0.0,0.0,3599.239061509195,0.31705770450221943,407.0,0.95,0.95,0.95,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1187_timeseries.png,,1.1084515999536961
10.0,3450.0889552465565,0.30391904115984464,32.0,10694.867420476963,0.9421130567721074,0.37453749999999997,0.125,9.5,0.039424999999999995,2.9962999999999997,11352.0,0.0,0.0,3788.672696325468,0.3337449521075994,408.0,0.95,0.95,1.0,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1250_timeseries.png,,1.4397153998725116
10.0,3244.7916076767497,0.28583435585595046,32.25,10575.308946640765,0.9315811263777982,0.37453749999999997,0.13125,9.5,0.039424999999999995,2.853619047619047,11352.0,0.0,0.0,3978.106331141742,0.3504321997129794,409.0,0.95,0.95,1.05,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1313_timeseries.png,,1.7703833999112248
10.0,3048.4664879686406,0.26854003593804093,32.75,10445.614171220543,0.9201562871054036,0.37453749999999997,0.1375,9.5,0.039424999999999995,2.7239090909090904,11352.0,0.0,0.0,4167.539965958015,0.3671194473183594,410.0,0.95,0.95,1.1,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0394_beta_0.3745_gamma_0.1375_timeseries.png,,1.5994833000004292
10.0,4104.22085577878,0.3615416539621899,29.25,10984.123312299505,0.9675936673977718,0.39424999999999993,0.1125,9.5,0.041499999999999995,3.504444444444444,11352.0,0.0,0.0,3239.315155358276,0.2853519340519975,411.0,0.95,1.0,0.9,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1125_timeseries.png,,1.9297450000885874
10.0,3880.8673292572175,0.3418663961643074,29.5,10899.685015554724,0.9601554805809306,0.39424999999999993,0.11875,9.5,0.041499999999999995,3.3199999999999994,11352.0,0.0,0.0,3419.2771084337355,0.30120481927710846,412.0,0.95,1.0,0.95,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1187_timeseries.png,,2.0985512000042945
10.0,3667.596591323708,0.3230793332737586,30.0,10805.654605761638,0.951872322565331,0.39424999999999993,0.125,9.5,0.041499999999999995,3.1539999999999995,11352.0,0.0,0.0,3599.2390615091954,0.3170577045022195,413.0,0.95,1.0,1.0,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1250_timeseries.png,,2.5978214000351727
10.0,3462.9955093490594,0.3050559821484372,30.25,10702.153044648105,0.942754848894301,0.39424999999999993,0.13125,9.5,0.041499999999999995,3.0038095238095233,11352.0,0.0,0.0,3779.2010145846552,0.33291058972733045,414.0,0.95,1.0,1.05,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1313_timeseries.png,,2.262275400105864
10.0,3267.0265373694256,0.28779303535671474,30.75,10589.32709266159,0.932815987725651,0.39424999999999993,0.1375,9.5,0.041499999999999995,2.8672727272727268,11352.0,0.0,0.0,3959.162967660115,0.3487634749524414,415.0,0.95,1.0,1.1,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0415_beta_0.3942_gamma_0.1375_timeseries.png,,2.429509400157258
10.0,4305.80523635215,0.37929926324455165,27.75,11050.10646903758,0.9734061371597587,0.41396249999999996,0.1125,9.5,0.043574999999999996,3.679666666666666,11352.0,0.0,0.0,3085.0620527221677,0.2717637467161881,416.0,0.95,1.05,0.9,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1125_timeseries.png,,2.7468030001036823
10.0,4085.0873181675706,0.3598561767237113,28.0,10977.781425568857,0.9670350092995822,0.41396249999999996,0.11875,9.5,0.043574999999999996,3.4859999999999998,11352.0,0.0,0.0,3256.45438898451,0.2868617326448652,417.0,0.95,1.05,0.95,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1187_timeseries.png,,2.90023749996908
10.0,3873.309974161591,0.3412006672094425,28.25,10896.716333409724,0.9598939687640701,0.41396249999999996,0.125,9.5,0.043574999999999996,3.3116999999999996,11352.0,0.0,0.0,3427.8467252468527,0.3019597185735423,418.0,0.95,1.05,1.0,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1250_timeseries.png,,3.0551350999157876
10.0,3669.9046257296864,0.3232826484962726,28.5,10806.9766217173,0.9519887792210447,0.41396249999999996,0.13125,9.5,0.043574999999999996,3.1539999999999995,11352.0,0.0,0.0,3599.2390615091954,0.31705770450221943,419.0,0.95,1.05,1.05,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1313_timeseries.png,,3.2030358999036252
10.0,3474.426897578592,0.3060629754738013,29.0,10708.658398520007,0.9433279068463712,0.41396249999999996,0.1375,9.5,0.043574999999999996,3.010636363636363,11352.0,0.0,0.0,3770.631397771538,0.3321556904308966,420.0,0.95,1.05,1.1,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0436_beta_0.4140_gamma_0.1375_timeseries.png,,3.3593214999418706
10.0,4496.5021737992065,0.3960977954368575,26.25,11103.830608897862,0.9781387076196144,0.433675,0.1125,9.5,0.045649999999999996,3.8548888888888886,11352.0,0.0,0.0,2944.831959416614,0.2594108491381795,421.0,0.95,1.1,0.9,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1125_timeseries.png,,3.508414699928835
10.0,4278.013438237205,0.3768510780688165,26.5,11041.828295488338,0.9726769111600015,0.433675,0.11875,9.5,0.045649999999999996,3.652,11352.0,0.0,0.0,3108.4337349397592,0.2738225629791895,422.0,0.95,1.1,0.95,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1187_timeseries.png,,3.673305599950254
10.0,4068.0985658686823,0.3583596340617232,26.75,10971.867176725826,0.9665140219103088,0.433675,0.125,9.5,0.045649999999999996,3.4694,11352.0,0.0,0.0,3272.0355104629043,0.2882342768201995,423.0,0.95,1.1,1.0,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1250_timeseries.png,,3.8512142000254244
10.0,3866.3336545374145,0.3405861217880034,27.0,10893.964029599038,0.9596515177589005,0.433675,0.13125,9.5,0.045649999999999996,3.3041904761904757,11352.0,0.0,0.0,3435.63728598605,0.30264599066120945,424.0,0.95,1.1,1.05,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1313_timeseries.png,,4.025886500021443
10.0,3672.289421388737,0.3234927256332573,27.25,10808.170007652841,0.952093904831998,0.433675,0.1375,9.5,0.045649999999999996,3.1539999999999995,11352.0,0.0,0.0,3599.239061509195,0.31705770450221943,425.0,0.95,1.1,1.1,sir_data\sir_10_initial_infection_contact_rate_9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate9.5000_infection_prob_0.0456_beta_0.4337_gamma_0.1375_timeseries.png,,4.038575199898332
10.0,3878.6304067344277,0.3416693452021166,31.25,10898.002863568992,0.9600072994687273,0.37349999999999994,0.1125,10.0,0.037349999999999994,3.3199999999999994,11352.0,0.0,0.0,3419.277108433736,0.30120481927710846,426.0,1.0,0.9,0.9,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1125_timeseries.png,,4.037199600134045
10.0,3653.373391156545,0.32182640866424816,31.5,10798.490411147117,0.9512412271975966,0.37349999999999994,0.11875,10.0,0.037349999999999994,3.1452631578947363,11352.0,0.0,0.0,3609.236947791165,0.3179384203480589,427.0,1.0,0.9,0.95,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1187_timeseries.png,,4.031118400162086
10.0,3438.598782475109,0.3029068694921696,32.0,10688.402728513618,0.941543580735872,0.37349999999999994,0.125,10.0,0.037349999999999994,2.9879999999999995,11352.0,0.0,0.0,3799.196787148595,0.3346720214190094,428.0,1.0,0.9,1.0,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1250_timeseries.png,,4.034348600078374
10.0,3232.976559940618,0.2847935658862419,32.5,10567.927291213276,0.9309308748426072,0.37349999999999994,0.13125,10.0,0.037349999999999994,2.845714285714285,11352.0,0.0,0.0,3989.1566265060246,0.35140562248995993,429.0,1.0,0.9,1.05,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1313_timeseries.png,,4.02185619994998
10.0,3036.3692667377636,0.26747438924751266,33.0,10437.270805678618,0.919421318329688,0.37349999999999994,0.1375,10.0,0.037349999999999994,2.716363636363636,11352.0,0.0,0.0,4179.116465863454,0.3681392235609104,430.0,1.0,0.9,1.1,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0373_beta_0.3735_gamma_0.1375_timeseries.png,,4.003051100065932
10.0,4104.22085577878,0.3615416539621899,29.25,10984.123312299505,0.9675936673977718,0.39424999999999993,0.1125,10.0,0.039424999999999995,3.504444444444444,11352.0,0.0,0.0,3239.315155358276,0.2853519340519975,431.0,1.0,0.95,0.9,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1125_timeseries.png,,3.9903315999545157
10.0,3880.8673292572175,0.3418663961643074,29.5,10899.685015554724,0.9601554805809306,0.39424999999999993,0.11875,10.0,0.039424999999999995,3.3199999999999994,11352.0,0.0,0.0,3419.2771084337355,0.30120481927710846,432.0,1.0,0.95,0.95,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1187_timeseries.png,,3.971311999950558
10.0,3667.596591323708,0.3230793332737586,30.0,10805.654605761638,0.951872322565331,0.39424999999999993,0.125,10.0,0.039424999999999995,3.1539999999999995,11352.0,0.0,0.0,3599.2390615091954,0.3170577045022195,433.0,1.0,0.95,1.0,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1250.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1250_timeseries.png,,3.9622398000210524
10.0,3462.9955093490594,0.3050559821484372,30.25,10702.153044648105,0.942754848894301,0.39424999999999993,0.13125,10.0,0.039424999999999995,3.0038095238095233,11352.0,0.0,0.0,3779.2010145846552,0.33291058972733045,434.0,1.0,0.95,1.05,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1313.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1313_timeseries.png,,3.9610384998377413
10.0,3267.0265373694256,0.28779303535671474,30.75,10589.32709266159,0.932815987725651,0.39424999999999993,0.1375,10.0,0.039424999999999995,2.8672727272727268,11352.0,0.0,0.0,3959.162967660115,0.3487634749524414,435.0,1.0,0.95,1.1,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0394_beta_0.3942_gamma_0.1375_timeseries.png,,3.9669090998359025
10.0,4315.954116723085,0.38019328019054655,27.5,11053.215997424842,0.9736800561508846,0.4149999999999999,0.1125,10.0,0.041499999999999995,3.688888888888888,11352.0,0.0,0.0,3077.3493975903625,0.27108433734939763,436.0,1.0,1.0,0.9,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1125_timeseries.png,,3.9532957999035716
10.0,4095.05236565525,0.3607339997934505,27.75,10981.476140543908,0.9673604774968206,0.4149999999999999,0.11875,10.0,0.041499999999999995,3.4947368421052625,11352.0,0.0,0.0,3248.313253012049,0.2861445783132531,437.0,1.0,1.0,0.95,sir_data\sir_10_initial_infection_contact_rate_10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187.csv,sir_plots\sir_10_initial_infection_contact_rate10.0000_infection_prob_0.0415_beta_0.4150_gamma_0.1187_timeseries.png,,3.9539445000700653
